20000101
7.8,-5.3
12.4,-1.1
15.8,1.8
8.6,-2.0
-1.5,-7.9
-1.4,-7.6
6.0,-4.3
1.0,-4.9
5.4,-1.7
7.5,2.7
11.0,-0.2
4.3,-4.9
7.1,-4.1
-0.8,-11.1
0.5,-10.7
8.8,-3.1
2.9,-5.2
-2.0,-6.5
1.4,-9.2
-0.8,-12.3
-11.3,-21.6
-6.9,-21.4
-1.1,-8.3
-6.3,-21.2
-6.4,-20.9
-6.1,-16.1
-8.9,-17.0
-6.6,-17.8
-5.5,-16.9
-4.0,-8.8
-3.5,-12.6
-2.7,-13.9
-3.1,-14.8
1.0,-13.9
2.9,-4.6
-1.2,-12.1
-1.2,-11.6
2.8,-8.4
-0.0,-10.4
3.7,-10.3
11.1,0.7
11.7,-2.2
0.3,-5.8
4.0,-5.9
2.1,-1.5
0.2,-1.9
7.4,-1.2
1.2,-6.4
3.8,-5.3
1.9,-1.7
1.2,-2.0
6.2,-2.8
11.0,-0.5
17.8,7.1
17.5,7.6
20.2,8.5
21.9,11.9
15.7,5.3
12.2,-1.2
15.1,-0.3
18.2,3.3
9.3,-2.6
7.8,-3.0
7.1,-4.3
14.3,-3.7
19.6,1.1
20.5,2.0
26.4,9.0
24.9,9.0
10.5,-0.2
3.9,-1.7
0.9,-11.3
5.8,-9.3
11.2,-3.5
12.6,-0.7
20.6,0.9
4.1,-4.1
6.3,-3.7
6.8,-2.7
10.4,4.6
9.7,5.0
10.1,0.5
15.5,2.3
18.6,7.5
22.8,7.5
19.0,1.4
21.3,1.9
12.8,0.6
6.4,-3.6
12.6,-2.6
14.3,-0.9
17.7,0.7
18.8,7.3
17.5,7.2
14.5,1.1
9.5,-2.6
19.5,2.0
16.0,7.0
12.4,-2.4
7.0,-4.2
18.0,1.0
12.0,4.3
8.8,-2.1
11.4,-0.6
19.6,2.9
22.1,8.1
23.5,9.4
22.0,6.6
9.2,5.9
12.0,6.1
22.3,10.7
21.5,4.6
12.7,1.0
18.6,5.4
15.5,8.4
18.7,3.1
19.4,1.9
